id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3,summary
490,2014,Mumbai,2014-05-10,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,4,DR Smith,Wankhede Stadium,HDPK Dharmasena,VA Kulkarni,,the match was played in the city of Mumbai. the match took place inside Wankhede Stadium. the toss was won by Chennai Super Kings and they chose to field. the match was won by Chennai Super Kings. the team won with 4 wickets to spare. the man of the match was DR Smith. 
491,2014,Cuttack,2014-05-11,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,9,G Gambhir,Barabati Stadium,NJ Llong,CK Nandan,,the match was played in the city of Cuttack. the match took place inside Barabati Stadium. the toss was won by Kolkata Knight Riders and they chose to field. Kolkata Knight Riders emerged victorious. the team won with 9 wickets to spare. the man of the match was G Gambhir. 
492,2014,Bangalore,2014-05-11,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,0,Rajasthan Royals,0,5,JP Faulkner,M Chinnaswamy Stadium,S Ravi,RJ Tucker,,the match was played in the city of Bangalore. the match took place inside M Chinnaswamy Stadium. Royal Challengers Bangalore decided to bat after winning the toss. Rajasthan Royals emerged victorious. the team won with 5 wickets to spare. the man of the match was JP Faulkner. 
493,2014,Hyderabad,2014-05-12,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,Mumbai Indians,0,7,AT Rayudu,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,VA Kulkarni,,"the city of Hyderabad was the host for match. the venue for this match was Rajiv Gandhi International Stadium, Uppal. the toss was won by Sunrisers Hyderabad and they chose to bat. Mumbai Indians emerged victorious. the team won with 7 wickets to spare. the man of the match was AT Rayudu. "
494,2014,Ranchi,2014-05-13,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0,5,RA Jadeja,JSCA International Stadium Complex,BNJ Oxenford,C Shamshuddin,,the city of Ranchi was the host for match. the match took place inside JSCA International Stadium Complex. Rajasthan Royals decided to bat after winning the toss. the match was won by Chennai Super Kings. the team won with 5 wickets to spare. the man of the match was RA Jadeja. 
495,2014,Bangalore,2014-05-13,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,0,Royal Challengers Bangalore,16,0,Yuvraj Singh,M Chinnaswamy Stadium,K Srinath,RJ Tucker,,the match was played in the city of Bangalore. the venue for this match was M Chinnaswamy Stadium. Delhi Daredevils decided to field after winning the toss. Royal Challengers Bangalore emerged victorious. the team won by 16 runs. Yuvraj Singh took home the man of the match. 
496,2014,Hyderabad,2014-05-14,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,WP Saha,"Rajiv Gandhi International Stadium, Uppal",VA Kulkarni,PG Pathak,,"the city of Hyderabad was the host for match. the match took place inside Rajiv Gandhi International Stadium, Uppal. Kings XI Punjab decided to field after winning the toss. the match was won by Kings XI Punjab. the team won with 6 wickets to spare. the man of the match was WP Saha. "
497,2014,Cuttack,2014-05-14,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,RV Uthappa,Barabati Stadium,AK Chaudhary,NJ Llong,,the match was played in the city of Cuttack. the venue for this match was Barabati Stadium. Kolkata Knight Riders decided to field after winning the toss. the match was won by Kolkata Knight Riders. the team won with 6 wickets to spare. the man of the match was RV Uthappa. 
498,2014,Ahmedabad,2014-05-15,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,0,Rajasthan Royals,62,0,AM Rahane,"Sardar Patel Stadium, Motera",S Ravi,RJ Tucker,,"the match was played in the city of Ahmedabad. the match took place inside Sardar Patel Stadium, Motera. Delhi Daredevils decided to field after winning the toss. Rajasthan Royals emerged victorious. the team won by 62 runs. the man of the match was AM Rahane. "
499,2014,Ranchi,2014-05-18,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Royal Challengers Bangalore,0,5,AB de Villiers,JSCA International Stadium Complex,BNJ Oxenford,C Shamshuddin,,the match was played in the city of Ranchi. the venue for this match was JSCA International Stadium Complex. Chennai Super Kings decided to bat after winning the toss. the match was won by Royal Challengers Bangalore. the team won with 5 wickets to spare. the man of the match was AB de Villiers. 
500,2014,Hyderabad,2014-05-18,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,0,7,UT Yadav,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,CK Nandan,,"the match was played in the city of Hyderabad. the venue for this match was Rajiv Gandhi International Stadium, Uppal. the toss was won by Sunrisers Hyderabad and they chose to bat. the match was won by Kolkata Knight Riders. the team won with 7 wickets to spare. the man of the match was UT Yadav. "
501,2014,Ahmedabad,2014-05-19,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Mumbai Indians,25,0,MEK Hussey,"Sardar Patel Stadium, Motera",S Ravi,RJ Tucker,,"the city of Ahmedabad was the host for match. the venue for this match was Sardar Patel Stadium, Motera. Mumbai Indians decided to bat after winning the toss. the match was won by Mumbai Indians. the team won by 25 runs. MEK Hussey took home the man of the match. "
502,2014,Delhi,2014-05-19,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,4,AR Patel,Feroz Shah Kotla,HDPK Dharmasena,PG Pathak,,the match was played in the city of Delhi. the match took place inside Feroz Shah Kotla. the toss was won by Kings XI Punjab and they chose to field. the match was won by Kings XI Punjab. the team won with 4 wickets to spare. AR Patel took home the man of the match. 
503,2014,Hyderabad,2014-05-20,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,normal,0,Sunrisers Hyderabad,0,7,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,NJ Llong,,"the city of Hyderabad was the host for match. the venue for this match was Rajiv Gandhi International Stadium, Uppal. the toss was won by Royal Challengers Bangalore and they chose to bat. Sunrisers Hyderabad emerged victorious. the team won with 7 wickets to spare. the man of the match was DA Warner. "
504,2014,Kolkata,2014-05-20,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,RV Uthappa,Eden Gardens,RM Deshpande,C Shamshuddin,,the match was played in the city of Kolkata. the match took place inside Eden Gardens. the toss was won by Kolkata Knight Riders and they chose to field. Kolkata Knight Riders emerged victorious. the team won with 8 wickets to spare. RV Uthappa took home the man of the match. 
505,2014,Chandigarh,2014-05-21,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,7,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,VA Kulkarni,,"the city of Chandigarh was the host for match. the match took place inside Punjab Cricket Association Stadium, Mohali. Mumbai Indians decided to field after winning the toss. Mumbai Indians emerged victorious. the team won with 7 wickets to spare. LMP Simmons took home the man of the match. "
506,2014,Kolkata,2014-05-22,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,30,0,RV Uthappa,Eden Gardens,AK Chaudhary,CK Nandan,,the city of Kolkata was the host for match. the venue for this match was Eden Gardens. the toss was won by Royal Challengers Bangalore and they chose to field. Kolkata Knight Riders emerged victorious. the team won by 30 runs. RV Uthappa took home the man of the match. 
507,2014,Ranchi,2014-05-22,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,6,DA Warner,JSCA International Stadium Complex,BNJ Oxenford,C Shamshuddin,,the match was played in the city of Ranchi. the venue for this match was JSCA International Stadium Complex. Sunrisers Hyderabad decided to field after winning the toss. Sunrisers Hyderabad emerged victorious. the team won with 6 wickets to spare. DA Warner took home the man of the match. 
508,2014,Mumbai,2014-05-23,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,15,0,MEK Hussey,Wankhede Stadium,S Ravi,RJ Tucker,,the match was played in the city of Mumbai. the venue for this match was Wankhede Stadium. the toss was won by Delhi Daredevils and they chose to field. Mumbai Indians emerged victorious. the team won by 15 runs. the man of the match was MEK Hussey. 
509,2014,Chandigarh,2014-05-23,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,16,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,PG Pathak,,"the city of Chandigarh was the host for match. the match took place inside Punjab Cricket Association Stadium, Mohali. Rajasthan Royals decided to field after winning the toss. Kings XI Punjab emerged victorious. the team won by 16 runs. the man of the match was SE Marsh. "
510,2014,Bangalore,2014-05-24,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,8,MS Dhoni,M Chinnaswamy Stadium,AK Chaudhary,NJ Llong,,the match was played in the city of Bangalore. the venue for this match was M Chinnaswamy Stadium. the toss was won by Chennai Super Kings and they chose to field. the match was won by Chennai Super Kings. the team won with 8 wickets to spare. MS Dhoni took home the man of the match. 
511,2014,Kolkata,2014-05-24,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,4,YK Pathan,Eden Gardens,RM Deshpande,BNJ Oxenford,,the city of Kolkata was the host for match. the venue for this match was Eden Gardens. the toss was won by Kolkata Knight Riders and they chose to field. the match was won by Kolkata Knight Riders. the team won with 4 wickets to spare. the man of the match was YK Pathan. 
512,2014,Chandigarh,2014-05-25,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,M Vohra,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,VA Kulkarni,,"the match was played in the city of Chandigarh. the venue for this match was Punjab Cricket Association Stadium, Mohali. the toss was won by Kings XI Punjab and they chose to field. Kings XI Punjab emerged victorious. the team won with 7 wickets to spare. M Vohra took home the man of the match. "
513,2014,Mumbai,2014-05-25,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,CJ Anderson,Wankhede Stadium,K Srinath,RJ Tucker,,the match was played in the city of Mumbai. the match took place inside Wankhede Stadium. Mumbai Indians decided to field after winning the toss. Mumbai Indians emerged victorious. the team won with 5 wickets to spare. the man of the match was CJ Anderson. 
514,2014,Kolkata,2014-05-27,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,28,0,UT Yadav,Eden Gardens,NJ Llong,S Ravi,,the city of Kolkata was the host for match. the venue for this match was Eden Gardens. the toss was won by Kings XI Punjab and they chose to field. Kolkata Knight Riders emerged victorious. the team won by 28 runs. the man of the match was UT Yadav. 
515,2014,Mumbai,2014-05-28,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,7,SK Raina,Brabourne Stadium,VA Kulkarni,BNJ Oxenford,,the match was played in the city of Mumbai. the venue for this match was Brabourne Stadium. Chennai Super Kings decided to field after winning the toss. Chennai Super Kings emerged victorious. the team won with 7 wickets to spare. the man of the match was SK Raina. 
516,2014,Mumbai,2014-05-30,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Kings XI Punjab,24,0,V Sehwag,Wankhede Stadium,HDPK Dharmasena,RJ Tucker,,the match was played in the city of Mumbai. the venue for this match was Wankhede Stadium. Chennai Super Kings decided to field after winning the toss. the match was won by Kings XI Punjab. the team won by 24 runs. the man of the match was V Sehwag. 
517,2014,Bangalore,2014-06-01,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,3,MK Pandey,M Chinnaswamy Stadium,HDPK Dharmasena,BNJ Oxenford,,the match was played in the city of Bangalore. the match took place inside M Chinnaswamy Stadium. the toss was won by Kolkata Knight Riders and they chose to field. the match was won by Kolkata Knight Riders. the team won with 3 wickets to spare. the man of the match was MK Pandey. 
518,2015,Kolkata,2015-04-08,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,M Morkel,Eden Gardens,S Ravi,C Shamshuddin,,the match was played in the city of Kolkata. the match took place inside Eden Gardens. Kolkata Knight Riders decided to field after winning the toss. Kolkata Knight Riders emerged victorious. the team won with 7 wickets to spare. the man of the match was M Morkel. 
519,2015,Chennai,2015-04-09,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,0,Chennai Super Kings,1,0,A Nehra,"MA Chidambaram Stadium, Chepauk",RK Illingworth,VA Kulkarni,,"the city of Chennai was the host for match. the match took place inside MA Chidambaram Stadium, Chepauk. Delhi Daredevils decided to field after winning the toss. Chennai Super Kings emerged victorious. the team won by 1 runs. A Nehra took home the man of the match. "
520,2015,Pune,2015-04-10,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Rajasthan Royals,26,0,JP Faulkner,Maharashtra Cricket Association Stadium,SD Fry,CB Gaffaney,,the match was played in the city of Pune. the venue for this match was Maharashtra Cricket Association Stadium. the toss was won by Kings XI Punjab and they chose to field. the match was won by Rajasthan Royals. the team won by 26 runs. JP Faulkner took home the man of the match. 
521,2015,Chennai,2015-04-11,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,0,Chennai Super Kings,45,0,BB McCullum,"MA Chidambaram Stadium, Chepauk",RK Illingworth,VA Kulkarni,,"the match was played in the city of Chennai. the venue for this match was MA Chidambaram Stadium, Chepauk. Chennai Super Kings decided to bat after winning the toss. Chennai Super Kings emerged victorious. the team won by 45 runs. BB McCullum took home the man of the match. "
522,2015,Kolkata,2015-04-11,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,3,CH Gayle,Eden Gardens,S Ravi,C Shamshuddin,,the city of Kolkata was the host for match. the venue for this match was Eden Gardens. the toss was won by Royal Challengers Bangalore and they chose to field. Royal Challengers Bangalore emerged victorious. the team won with 3 wickets to spare. CH Gayle took home the man of the match. 
523,2015,Delhi,2015-04-12,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,DJ Hooda,Feroz Shah Kotla,SD Fry,CB Gaffaney,,the city of Delhi was the host for match. the match took place inside Feroz Shah Kotla. the toss was won by Rajasthan Royals and they chose to field. the match was won by Rajasthan Royals. the team won with 3 wickets to spare. DJ Hooda took home the man of the match. 
